campaign_id,client_id,campaign_name,campaign_type,platform,start_date,end_date,budget_inr,objective
CMP00451,CL0082,Social Media Marketing - Local Footfall,Social Media Marketing,Meta Ads,04/29/2025,2026-05-27,67804,Local Footfall
CMP00452,CL0213,Social Media Marketing - Sales / Conversions,Social Media Marketing,YouTube Ads,2025-09-22,2026-09-06,63733,Sales / Conversions
CMP00453,CL0124,Social Media Marketing - Brand Awareness,SMM,LinkedIn Ads,08-Nov-2024,2026-02-27,"₹68,265",?
CMP00454,CL0061,SEO - Local Footfall,SEO,Organic Search (Google),2026-04-12,2026-09-06,51415,Local Footfall
CMP00455,CL0064,Local SEO / GMB - Local Footfall,Local SEO / GMB,Google My Business,2025-10-01,2026-09-06,9557,Local Footfall
CMP00456,CL0223,SEO - Brand Awareness,SEO,Organic Search (Google),2025-06-02,2026-07-09,22597,Brand Awareness
CMP00457,CL0084,Content Marketing - Brand Awareness,Content Marketing,YouTube,2025-03-30,2026-09-06,22681,Brand Awareness
CMP00458,CL0099,Social Media Marketing - Brand Awareness,Social Media Marketing,,2024-12-11,2025-08-23,73489,Brand Awareness
CMP00459,CL0201,PPC - Lead Generation,PPC,Google Ads,2025-07-18,2026-05-24,133464,-
CMP00460,CL0106,Content Marketing - Website Traffic,Content Marketing,Organic Search (Google),2026-03-14,2026-09-06,46746,Website Traffic
CMP00461,CL0125,SEO - Brand Awareness,SEO,,2025-02-06,2026-01-08,41197,unknown
CMP00462,CL0079,Content Marketing - Local Footfall,Content Marketing,Organic Search (Google),2025/07/01,2026-09-06,"26,404",Local Footfall
CMP00463,CL0111,Social Media Marketing - Brand Awareness,Social Media Marketing,Instagram,2024-09-06,2026-08-09,50017,Brand Awareness
CMP00464,CL0222,SEO - Website Traffic,SEO,Organic Search (Google),2024-11-15,2026-05-20,17692,Website Traffic
CMP00465,CL0171,SEO - Website Traffic,SEO,Organic Search (Google),2025-04-09,2026-08-22,35929,Website Traffic
CMP00466,CL0320,Content Marketing - Website Traffic,Content Marketing,Organic Search (Google),2024-09-28,2026/06/23,30513,Website Traffic
CMP00467,CL0247,PPC - Lead Generation,Pay Per Click,Bing Ads,2026-07-03,2026-09-06,47076,Lead Generation
CMP00468,CL0006,Email Marketing - Sales / Conversions,Email Marketing,Email,2026-09-06,2025-01-24,20359,NA
CMP00469,CL0122,Content Marketing - Website Traffic,Content Marketing,Organic Search (Google),2026-04-15,2026-09-06,Rs. 42475,Website Traffic
CMP00470,CL0093,Social Media Marketing - Sales / Conversions,Social Media Marketing,Meta Ads,22-Jan-2025,2026-02-11,40671,Sales / Conversions
CMP00471,CL0189,PPC - Local Footfall,PPC,Google Ads,2025-02-19,2026-05-28,138820,Local Footfall
CMP00472,CL0086,Social Media Marketing - Website Traffic,Social Media Marketing,YouTube Ads,2026-01-11,2026-09-06,,Website Traffic
CMP00473,CL0310,Local SEO / GMB - Sales / Conversions,Local SEO / GMB,Google My Business,2026-03-09,2026-09-06,28034,Sales / Conversions
CMP00474,CL0096,SEO - Lead Generation,SEO,Organic Search (Google),2024-11-15,2026-08-18,49563,Lead Generation
CMP00475,CL0168,PPC - Brand Awareness,PPC,,2025-11-11,07/28/2026,49111,Brand Awareness
CMP00476,CL0040,PPC - Sales / Conversions,PPC,Google Ads,2026-04-15,2026-09-06,104521,Sales / Conversions
CMP00477,CL0292,PPC - Sales / Conversions,PPC,Google Ads,2025-02-24,2026-05-10,60396,Sales / Conversions
CMP00478,CL0292,Content Marketing - Local Footfall,Content Marketing,Organic Search (Google),22-Nov-2024,2026-08-30,41989,Local Footfall
CMP00479,CL0254,Social Media Marketing - App Installs,Social Media Marketing,Meta Ads,2025-01-31,2026-06-29,28652,App Installs
CMP00480,CL0113,Social Media Marketing - Lead Generation,Social Media Marketing,YouTube Ads,2025-01-09,2026-07-10,35817,Lead Generation
CMP00481,CL0019,PPC - Website Traffic,PPC,Google Ads,2025-09-26,2026-07-01,59936,Website Traffic
CMP00482,CL0228,SEO - Sales / Conversions,SEO,Organic Search (Google),2025-12-03,2026-09-06,"23,985",Sales / Conversions
CMP00483,CL0138,PPC - Lead Generation,PPC,,2024-10-27,2026-09-05,63264,Lead Generation
CMP00484,CL0317,Email Marketing - Website Traffic,Email Marketing,Email,2026-01-27,2026-09-06,17051,Website Traffic
CMP00485,CL0224,Social Media Marketing - Website Traffic,Social Media Marketing,YouTube Ads,2025-12-01,2026-09-05,68813,Website Traffic
CMP00486,CL0173,PPC - Lead Generation,PPC,,2025-10-05,2026-09-06,92011,Lead Generation
CMP00487,CL0316,Content Marketing - Sales / Conversions,Content Marketing,YouTube,2025-05-20,2026-07-25,,Sales / Conversions
CMP00488,CL0257,SEO - App Installs,SEO,Organic Search (Google),2025-12-18,2026-09-06,24109,App Installs
CMP00489,CL0147,PPC - Brand Awareness,Pay Per Click,Google Ads,2025-09-04,2026-09-06,139521,Brand Awareness
CMP00490,CL0007,PPC - Sales / Conversions,PPC ,Google Ads,2024-09-08,2026-08-11,52673,Sales / Conversions
CMP00491,CL0030,Local SEO / GMB - Lead Generation,Local SEO / GMB,Google My Business,2025-02-16,2026-08-31,10268,Lead Generation
CMP00492,CL0142,Social Media Marketing - Brand Awareness,Social Media Marketing,LinkedIn Ads,2026-02-08,2026-09-06,53588,Brand Awareness
CMP00493,CL0180,Social Media Marketing - Local Footfall,Social Media Marketing,Instagram,2026-01-14,2026/09/06,15584,Local Footfall
CMP00494,CL0010,SEO - Website Traffic,SEO,Organic Search (Google),2025-01-29,06.09.2026,30419,Website Traffic
CMP00495,CL0041,SEO - Brand Awareness,SEO,Organic Search (Google),2025-07-22,06/09/2026,53472,Brand Awareness
CMP00496,CL0226,Social Media Marketing - Sales / Conversions,Social Media Marketing,LinkedIn Ads,2026-02-12,2026-09-06,37728.0,Sales / Conversions
CMP00497,CL0241,PPC - Brand Awareness,ppc,Bing Ads,2025-01-09,2026-09-06,111490,Brand Awareness
CMP00498,CL0010,Local SEO / GMB - Sales / Conversions,Local SEO/GMB,Organic Search (Google),29/01/2025,2026-08-28,18775,Sales / Conversions
CMP00499,CL0163,Content Marketing - Lead Generation,Content Marketing,YouTube,2025-02-08,2026-02-17,24214,Lead Generation
CMP00500,CL0026,PPC - Website Traffic,PPC,Bing Ads,09/01/2026,2026-09-06,106004,Website Traffic
CMP00501,CL0232,Content Marketing - Website Traffic,Content Marketing,YouTube,2026-05-13,09/06/2026,Rs. 33819,Website Traffic
CMP00502,CL0267,Local SEO / GMB - Website Traffic,Local SEO / GMB,Organic Search (Google),2024-10-26,2026-07-20,15001,Website Traffic
CMP00503,CL0279,Social Media Marketing - Sales / Conversions,Social Media Marketing,LinkedIn Ads,2026-06-29,2026-09-06,"₹34,001",Sales / Conversions
CMP00504,CL0192,Social Media Marketing - Brand Awareness,Social Media Marketing,YouTube Ads,2025-06-20,2026-09-06,92929,Brand Awareness
CMP00505,CL0202,Email Marketing - Brand Awareness,Email Marketing,Email,2025-06-04,2026-09-06,8367,Brand Awareness
CMP00506,CL0297,PPC - Brand Awareness,PPC,Google Ads,2025-01-23,2025-11-30,144734.0,Brand Awareness
CMP00507,CL0196,Email Marketing - Sales / Conversions,Email Marketing,Email,2026-06-12,2026-09-06,14422,Sales / Conversions
CMP00508,CL0000,SEO - Sales / Conversions,SEO,Organic Search (Google),2024-12-01,2026-07-02,59853,Sales / Conversions
CMP00509,CL0242,Social Media Marketing - App Installs,Social Media Marketing,YouTube Ads,2025-05-21,2026-03-07,Rs. 45020,App Installs
CMP00510,CL0190,Content Marketing - Lead Generation,Content Marketing,YouTube,2025-08-10,2026/09/06,32620,Lead Generation
CMP00511,CL0270,Social Media Marketing - Brand Awareness,Social Media Mktg,Instagram,2024-10-20,2026-06-13,67294,Brand Awareness
CMP00512,CL0168,Social Media Marketing - Local Footfall,Social Media Marketing,Instagram,2025-03-17,2026-09-06,43789,Local Footfall
CMP00513,CL0279,Social Media Marketing - Local Footfall,Social Media Marketing,LinkedIn Ads,2026-06-29,2026-09-06,33542,Local Footfall
CMP00514,CL0015,SEO - Local Footfall,SEO,Organic Search (Google),2024-10-27,2026-07-07,38415,Local Footfall
CMP00515,CL9999,SEO - Brand Awareness,SEO,Organic Search (Google),2025-05-05,2026-09-06,Rs. nan,Brand Awareness
CMP00516,CL0032,PPC - Lead Generation,PPC,Bing Ads,2024-11-13,2026-07-06,53984,Lead Generation
CMP00517,CL0178,Social Media Marketing - Brand Awareness,Social Media Marketing,Meta Ads,2026-02-19,2026-09-06,"80,183",Brand Awareness
CMP00518,CL0227,PPC - Lead Generation,PPC,Bing Ads,2026-03-03,2026-09-06,103053,Lead Generation
CMP00519,CL0070,PPC - Local Footfall,Pay Per Click,Bing Ads,2025/02/04,2026-07-06,41662,Local Footfall
CMP00520,CL0050,Email Marketing - Local Footfall,Email Mktg,Email,2024-11-19,2026-09-06,23772,Local Footfall
CMP00521,CL0276,PPC - App Installs,PPC,Google Ads,2025-10-19,28.07.2026,"25,701",App Installs
CMP00522,CL0241,PPC - App Installs,PPC,Bing Ads,2025-02-02,21/08/2026,104984,NA
CMP00523,CL0208,PPC - Sales / Conversions,PPC,Bing Ads,2025-12-15,06-Sep-2026,77146.0,Sales / Conversions
CMP00524,CL0157,SEO - Sales / Conversions,SEO,Organic Search (Google),2025-04-14,2026/08/13,44421,Sales / Conversions
CMP00525,CL9999,Content Marketing - Local Footfall,content marketing,Organic Search (Google),2025-08-23,2026-08-23,40960,Local Footfall
CMP00526,CL0007,PPC - App Installs,PPC,Google Ads,2024-11-09,2026-09-03,109336.0,App Installs
CMP00527,CL0061,SEO - Website Traffic,SEO,Organic Search (Google),2026-04-12,2026-09-06,44285,Website Traffic
CMP00528,CL0288,Local SEO / GMB - Local Footfall,Local SEO / GMB,Organic Search (Google),2025-04-25,2026-05-30,26499,Local Footfall
CMP00529,CL0109,Content Marketing - Sales / Conversions,Content Marketing,Organic Search (Google),02/08/2025,2026-06-06,38075,Sales / Conversions
CMP00530,CL0226,Content Marketing - Sales / Conversions,Content Marketing,LinkedIn,2026-02-12,2026-09-06,42549,Sales / Conversions
CMP00531,CL0226,Email Marketing - Local Footfall,Email Marketing,Email,2026-02-12,2026-09-06,13056,Local Footfall
CMP00532,CL0100,Email Marketing - Sales / Conversions,Email Marketing,Email,2025-08-26,2026-08-27,9056,Sales / Conversions
CMP00533,CL0066,PPC - App Installs,PPC,Google Ads,2025-03-30,2026-08-22,50542,App Installs
CMP00534,CL0222,Social Media Marketing - Sales / Conversions,Social Media Marketing,Meta Ads,2025-02-06,2026-08-27,67029,Sales / Conversions
CMP00535,CL0030,Social Media Marketing - Brand Awareness,Social Media Marketing,,2024-11-13,2026-09-06,60201,Brand Awareness
CMP00536,CL0159,PPC - Brand Awareness,PPC,Bing Ads,2025-03-30,2026-09-06,30029,Brand Awareness
CMP00537,CL0285,PPC - Website Traffic,PPC,Bing Ads,2024-12-19,2026-08-19,46567,Website Traffic
CMP00538,CL0228,SEO - Sales / Conversions,SEO,Organic Search (Google),2025-12-03,2026/09/06,58539,Sales / Conversions
CMP00539,CL0245,Social Media Marketing - Sales / Conversions,Social Media Marketing,YouTube Ads,2025-10-22,2026-09-06,76729,Sales / Conversions
CMP00540,CL0027,Content Marketing - App Installs,Content Marketing,Organic Search (Google),2026-03-16,2026-09-06,Rs. 40199,App Installs
CMP00541,CL0064,Content Marketing - Lead Generation,Content Marketing,LinkedIn,2025-06-28,2026-09-06,17878,unknown
CMP00542,CL0089,PPC - Lead Generation,PPC,Bing Ads,2025-04-15,2026-09-06,28348,Lead Generation
CMP00543,CL0094,SEO - Local Footfall,SEO,Organic Search (Google),2024-10-15,2026-01-19,"28,106",Local Footfall
CMP00544,CL0063,PPC - Website Traffic,PPC,Google Ads,22.11.2025,2026-09-06,131394,Website Traffic
CMP00545,CL9998,Social Media Marketing - Website Traffic,Social Media Marketing,YouTube Ads,2024-09-15,2025-12-16,58056,Website Traffic
CMP00546,CL0053,Email Marketing - Lead Generation,Email Marketing,Email,06-Jul-2025,2026-07-27,nan,Lead Generation
CMP00547,CL0227,Email Marketing - Website Traffic,Email Mktg,Email,2026-03-03,06.09.2026,14734,Website Traffic
CMP00548,CL0188,Email Marketing - Sales / Conversions,Email Marketing,Email,2026-03-03,2026-09-06,14803,Sales / Conversions
CMP00549,CL0196,Email Marketing - Website Traffic,Email Marketing,Email,2026-06-12,2026-09-06,17016,Website Traffic
CMP00550,CL0069,Local SEO / GMB - Lead Generation,Local SEO / GMB,Google My Business,21/03/2026,2026-09-06,29096,Lead Generation
CMP00551,CL0099,Social Media Marketing - Website Traffic,Social Media Marketing,LinkedIn Ads,2025-09-18,2026-08-13,52182,Website Traffic
CMP00552,CL0195,SEO - Website Traffic,seo,Organic Search (Google),2025-05-31,2026-09-06,"41,809",Website Traffic
CMP00553,CL0096,SEO - Brand Awareness,SEO,Organic Search (Google),2024-11-09,2025-10-26,56376,Brand Awareness
CMP00554,CL0223,PPC - Lead Generation,PPC,Bing Ads,2025-05-30,2026-08-27,68399,Lead Generation
CMP00555,CL0013,PPC - Local Footfall,PPC,Google Ads,01-Jul-2026,2026-09-06,129191,Local Footfall
CMP00556,CL0024,SEO - App Installs,SEO,Organic Search (Google),07/10/2025,2026-06-18,39077,App Installs
CMP00557,CL0234,Local SEO / GMB - Website Traffic,Local SEO / GMB,Google My Business,2025-04-15,2026-09-06,27340,Website Traffic
CMP00558,CL0198,SEO - App Installs,SEO,Organic Search (Google),2024-11-16,2025-11-09,36051,App Installs
CMP00559,CL0014,Local SEO / GMB - App Installs,Local SEO / GMB,Organic Search (Google),2025-10-12,2026/09/06,21849,App Installs
CMP00560,CL0288,Content Marketing - Lead Generation,Content Marketing,Organic Search (Google),2025-03-03,2026/07/17,22931,Lead Generation
CMP00561,CL0002,Social Media Marketing - Sales / Conversions,Social Media Marketing,Meta Ads,2025/03/18,2026-04-25,68975,Sales / Conversions
CMP00562,CL0306,Social Media Marketing - Local Footfall,Social Media Marketing,Meta Ads,2025-03-28,2026-03-21,"₹42,731",Local Footfall
CMP00563,CL0234,PPC - Brand Awareness,PPC,Bing Ads,2025-04-18,2026-08-07,99195,Brand Awareness
CMP00564,CL0317,Social Media Marketing - Local Footfall,Social Media Marketing,Meta Ads,2026-01-27,2026-09-06,82045,unknown
CMP00565,CL0304,SEO - Lead Generation,SEO,Organic Search (Google),2025-04-13,2026-08-21,34569,Lead Generation
CMP00566,CL0101,Local SEO / GMB - Brand Awareness,Local SEO/GMB,Google My Business,2026-01-25,2026-09-06,17443,Brand Awareness
CMP00567,CL0243,PPC - Sales / Conversions,PPC ,Bing Ads,2025-10-14,2026-09-06,61873,Sales / Conversions
CMP00568,CL0068,PPC - Website Traffic,PPC,Google Ads,2025-09-05,2026-09-06,114960,Website Traffic
CMP00569,CL0151,Social Media Marketing - Brand Awareness,Social Media Marketing,LinkedIn Ads,22.06.2026,2026-09-06,65320,Brand Awareness
CMP00570,CL0077,Social Media Marketing - Brand Awareness,Social Media Marketing,LinkedIn Ads,2025-07-03,2026-09-06,58897,Brand Awareness
CMP00571,CL0156,PPC - Website Traffic,PPC,Bing Ads,2025-04-29,2026-09-06,23319,Website Traffic
CMP00572,CL0280,Social Media Marketing - Brand Awareness,Social Media Marketing,Instagram,2026-02-14,2026-09-06,"24,358",Brand Awareness
CMP00573,CL0140,SEO - Local Footfall,SEO,Organic Search (Google),2025-10-11,2026-09-06,Rs. 15335,Local Footfall
CMP00574,CL0030,Social Media Marketing - Local Footfall,Social Media Marketing,,2024-12-14,2026-05-06,87271,Local Footfall
CMP00575,CL0104,PPC - Brand Awareness,PPC,,2025/07/24,2026-05-28,Rs. 130713,Brand Awareness
CMP00576,CL0252,PPC - Website Traffic,PPC,Google Ads,2025-09-14,2026-09-06,28830,Website Traffic
CMP00577,CL0167,SEO - Brand Awareness,SEO,Organic Search (Google),2025-06-28,2026-09-06,"17,089",Brand Awareness
CMP00578,CL0180,PPC - Sales / Conversions,PPC,Google Ads,2026-01-14,2026-09-06,121586,Sales / Conversions
CMP00579,CL0138,PPC - App Installs,PPC,Google Ads,2024-10-30,2026-05-17,88223,App Installs
CMP00580,CL0094,PPC - Brand Awareness,PPC,Google Ads,2025-02-22,2026-04-20,60160,Brand Awareness
CMP00581,CL0192,SEO - Lead Generation,SEO,Organic Search (Google),2025-06-20,2026-09-06,"42,674",-
CMP00582,CL0203,SEO - Brand Awareness,SEO,Organic Search (Google),2025-05-04,06.09.2026,25641,Brand Awareness
CMP00583,CL0288,Social Media Marketing - Local Footfall,Social Media Marketing,Meta Ads,2025-02-27,2026-01-29,31844,-
CMP00584,CL0198,SEO - Brand Awareness,SEO,Organic Search (Google),2024-11-26,2026-08-01,31536,Brand Awareness
CMP00585,CL0319,Social Media Marketing - Sales / Conversions,Social Media Marketing,Instagram,2025-12-28,06.09.2026,"₹91,137",Sales / Conversions
CMP00586,CL0265,Local SEO / GMB - Website Traffic,Local SEO / GMB,Google My Business,2024-11-02,2026-08-21,24877,Website Traffic
CMP00587,CL0026,PPC - Lead Generation,PPC,Google Ads,2026-01-09,2026-09-06,,Lead Generation
CMP00588,CL0126,Email Marketing - Brand Awareness,Email Marketing,Email,2025/07/18,2026-09-06,16234,Brand Awareness
CMP00589,CL0124,SEO - Brand Awareness,seo,Organic Search (Google),2024-11-24,2026-08-10,54803,N/A
CMP00590,CL0001,SEO - Local Footfall,SEO,Organic Search (Google),2025-09-19,2026-09-06,Rs. 57822,Local Footfall
CMP00591,CL0058,Content Marketing - Local Footfall,Content Marketing,Organic Search (Google),2025-06-14,2026-02-28,"40,519",Local Footfall
CMP00592,CL0244,Content Marketing - App Installs,Content Marketing,YouTube,2026-01-23,2026-09-06,15154,App Installs
CMP00593,CL0113,Email Marketing - Brand Awareness,Email Marketing,Email,28/10/2024,2026-07-11,"₹9,814",Brand Awareness
CMP00594,CL0048,SEO - Website Traffic,seo,Organic Search (Google),2024-10-03,2026-08-19,24837,Website Traffic
CMP00595,CL0092,Content Marketing - Website Traffic,Content Marketing,Organic Search (Google),2025-03-29,2026-08-25,16029,Website Traffic
CMP00596,CL0088,PPC - Local Footfall,PPC,Google Ads,2025-04-27,2026-08-18,42792,Local Footfall
CMP00597,CL0056,PPC - Lead Generation,PPC,Google Ads,2025-05-29,2026-07-31,,Lead Generation
CMP00598,CL0033,SEO - App Installs,seo,Organic Search (Google),2026-03-14,2026-09-06,39997,App Installs
CMP00599,CL0245,Local SEO / GMB - Brand Awareness,Local SEO / GMB,Google My Business,2025-10-22,2026-09-06,16754,Brand Awareness
CMP00600,CL0264,SEO - Website Traffic,SEO,Organic Search (Google),2025-02-23,2026-06-24,33936,Website Traffic
CMP00601,CL0159,Content Marketing - Local Footfall,Content Marketing,Organic Search (Google),2025-03-30,2026-09-06,19831,Local Footfall
CMP00602,CL0197,Social Media Marketing - Lead Generation,Social Media Marketing,Instagram,2025-09-24,26-Jun-2026,27838,Lead Generation
CMP00603,CL0295,Content Marketing - Lead Generation,Content Marketing,YouTube,2024-10-04,2026-06-03,49955,Lead Generation
CMP00604,CL0270,Social Media Marketing - App Installs,Social Media Marketing,YouTube Ads,2025-05-20,2026-04-07,65914,App Installs
CMP00605,CL0011,Email Marketing - Lead Generation,Email Marketing,Email,07/08/2026,2026-09-06,9593,Lead Generation
CMP00606,CL0305,SEO - App Installs,SEO,Organic Search (Google),2024/12/06,2026-09-06,Rs. 51449,App Installs
CMP00607,CL0022,SEO - Website Traffic,SEO,Organic Search (Google),2025-02-15,06.09.2026,52378,Website Traffic
CMP00608,CL0009,Social Media Marketing - Sales / Conversions,Social Media Marketing,LinkedIn Ads,2025-06-23,2026-09-06,97176,Sales / Conversions
CMP00609,CL0130,PPC - Local Footfall,PPC,Bing Ads,2026-06-08,2026-09-06,40685,Local Footfall
CMP00610,CL0239,SEO - Local Footfall,seo,Organic Search (Google),2025-09-16,2026-09-06,43798,Local Footfall
CMP00611,CL0026,SEO - Brand Awareness,SEO,Organic Search (Google),2026-01-09,2026-09-06,59111,Brand Awareness
CMP00612,CL0094,PPC - Lead Generation,PPC,,2024-09-06,2025-09-30,124867,unknown
CMP00613,CL0085,SEO - Lead Generation,SEO,Organic Search (Google),2025-11-20,2026-09-06,"25,148",Lead Generation
CMP00614,CL0128,SEO - Lead Generation,SEO,Organic Search (Google),2025-02-14,2026-06-24,55186,Lead Generation
CMP00615,CL0316,Email Marketing - Local Footfall,Email Marketing,Email,2025-04-20,2026-05-21,13433,Local Footfall
CMP00616,CL0107,PPC - Website Traffic,PPC,Google Ads,2025-09-18,2026-08-20,83559,Website Traffic
CMP00617,CL0000,Local SEO / GMB - App Installs,Local SEO / GMB,Organic Search (Google),2026-07-08,2026-09-06,20288,App Installs
CMP00618,CL0040,Local SEO / GMB - Brand Awareness,Local SEO / GMB,Organic Search (Google),15.04.2026,2026-09-06,Rs. 24970,Brand Awareness
CMP00619,CL0064,SEO - Local Footfall,SEO,Organic Search (Google),2025-07-25,2026-07-19,20412,Local Footfall
CMP00620,CL0043,Social Media Marketing - App Installs,Social Media Marketing,LinkedIn Ads,01/03/2025,2026-08-17,60836,App Installs
CMP00621,CL0184,Social Media Marketing - App Installs,Social Media Marketing,YouTube Ads,2025-11-29,2026-09-06,84429,App Installs
CMP00622,CL0135,Social Media Marketing - Sales / Conversions,social media marketing,Meta Ads,07/23/2025,2026-09-06,61622,Sales / Conversions
CMP00623,CL0160,SEO - App Installs,SEO,Organic Search (Google),2025-09-21,2026-08-26,27360,App Installs
CMP00624,CL0267,SEO - Website Traffic,SEO,Organic Search (Google),2024-11-04,2025-09-16,"₹17,532",Website Traffic
CMP00625,CL0186,SEO - Sales / Conversions,SEO,Organic Search (Google),2026-01-10,2026-09-06,Rs. 39717,Sales / Conversions
CMP00626,CL0050,Social Media Marketing - Website Traffic,Social Media Marketing,YouTube Ads,27/11/2024,2025-12-19,74784,Website Traffic
CMP00627,CL0121,Local SEO / GMB - Brand Awareness,Local SEO / GMB,Organic Search (Google),2026-06-11,06.09.2026,20091,Brand Awareness
CMP00628,CL0101,Social Media Marketing - Local Footfall,Social Media Marketing,Meta Ads,2026-01-25,2026-09-06,98245,Local Footfall
CMP00629,CL0265,Social Media Marketing - App Installs,Social Media Marketing,Meta Ads,29-Nov-2024,2026-08-28,66224,App Installs
CMP00630,CL0099,Local SEO / GMB - App Installs,Local SEO / GMB,Organic Search (Google),2024-11-24,2026-08-21,19181,App Installs
CMP00631,CL0045,Social Media Marketing - App Installs,social media marketing,Instagram,2025-06-26,04/20/2026,19716,App Installs
CMP00632,CL0236,SEO - Sales / Conversions,SEO,Organic Search (Google),2024-11-15,2026-07-16,40136,Sales / Conversions
CMP00633,CL0138,Email Marketing - Local Footfall,Email Marketing,,2025-06-25,2026/03/04,8372,Local Footfall
CMP00634,CL0031,PPC - Brand Awareness,PPC,,2024-11-23,2026-08-21,Rs. 114215,Brand Awareness
CMP00635,CL0221,SEO - Website Traffic,seo,Organic Search (Google),2026-05-08,2026-09-06,22253,Website Traffic
CMP00636,CL0068,Social Media Marketing - Lead Generation,Social Media Marketing,Instagram,2025-09-06,2026-09-04,92069,Lead Generation
CMP00637,CL0278,Local SEO / GMB - Brand Awareness,Local SEO / GMB,Organic Search (Google),2025-01-01,2026-01-28,"14,645",Brand Awareness
CMP00638,CL0267,PPC - Website Traffic,PPC,,2025-02-06,08.03.2026,76417,Website Traffic
CMP00639,CL0119,Social Media Marketing - Sales / Conversions,Social Media Mktg,Meta Ads,2025-07-28,2026-04-23,"₹27,317",Sales / Conversions
CMP00640,CL0178,SEO - Local Footfall,SEO,Organic Search (Google),2026-02-19,2026-09-06,24481,Local Footfall
CMP00641,CL0182,SEO - Website Traffic,SEO,Organic Search (Google),2026-05-13,2026-09-06,56486,Website Traffic
CMP00642,CL0210,SEO - Sales / Conversions,SEO,Organic Search (Google),2024-10-25,2026-08-28,27765,Sales / Conversions
CMP00643,CL0023,Content Marketing - Sales / Conversions,Content Marketing,Organic Search (Google),2024-09-30,2026-08-19,30518,Sales / Conversions
CMP00644,CL0104,Email Marketing - Website Traffic,Email Marketing,Email,2025-09-29,2026-07-28,24627,Website Traffic
CMP00645,CL0055,SEO - App Installs,SEO,Organic Search (Google),2025/03/26,2026-07-09,43060,App Installs
CMP00646,CL0224,PPC - Brand Awareness,PPC,Google Ads,2025-12-01,2026-09-06,25413,Brand Awareness
CMP00647,CL0023,SEO - Website Traffic,SEO,Organic Search (Google),2025-01-03,2026-05-05,31086,Website Traffic
CMP00648,CL0166,SEO - Website Traffic,SEO,Organic Search (Google),2025-03-16,2026-04-06,32408,Website Traffic
CMP00649,CL0233,Social Media Marketing - Lead Generation,Social Media Marketing,LinkedIn Ads,2025-03-21,2026-09-06,38480,Lead Generation
CMP00650,CL0304,Social Media Marketing - Local Footfall,Social Media Marketing,YouTube Ads,2024-12-09,2025-08-25,35500,Local Footfall
CMP00651,CL0093,Social Media Marketing - Website Traffic,Social Media Mktg,YouTube Ads,2025-01-22,2026-09-06,57770,Website Traffic
CMP00652,CL0003,PPC - Brand Awareness,PPC,Bing Ads,2025-04-01,2026-09-06,Rs. 69015,Brand Awareness
CMP00653,CL0232,Social Media Marketing - Website Traffic,Social Media Marketing,YouTube Ads,05/13/2026,2026-09-06,40017,Website Traffic
CMP00654,CL0001,SEO - App Installs,SEO,Organic Search (Google),19.09.2025,2026-09-06,33584,App Installs
CMP00655,CL0022,SEO - Local Footfall,SEO,Organic Search (Google),15-Feb-2025,2026-09-06,30464.0,-
CMP00656,CL0317,Local SEO / GMB - Lead Generation,Local SEO / GMB,Google My Business,2026-01-27,2026-09-06,13032,Lead Generation
CMP00657,CL0277,Content Marketing - Sales / Conversions,Content Marketing,,2025-02-23,2026-04-07,28110,Sales / Conversions
CMP00658,CL9999,Local SEO / GMB - Brand Awareness,Local SEO / GMB,Google My Business,2026-03-03,2026-09-06,"28,730",Brand Awareness
CMP00659,CL0268,Email Marketing - Website Traffic,Email Marketing,Email,2025-05-30,2026-07-14,15114.0,Website Traffic
CMP00660,CL0025,Social Media Marketing - Website Traffic,Social Media Marketing,LinkedIn Ads,2026-06-11,2026/09/06,65792.0,Website Traffic
CMP00661,CL0029,Local SEO / GMB - Sales / Conversions,Local SEO / GMB,,2024-12-07,2026-07-03,29654,Sales / Conversions
CMP00662,CL0097,PPC - Local Footfall,PPC,Google Ads,2024-09-20,2025-10-23,99769,Local Footfall
CMP00663,CL0008,SEO - Website Traffic,SEO,Organic Search (Google),2025-01-01,08/12/2026,25049,Website Traffic
CMP00664,CL0285,SEO - Sales / Conversions,SEO,Organic Search (Google),2024-12-13,2026-08-06,32931,Sales / Conversions
CMP00665,CL0019,SEO - Lead Generation,SEO,Organic Search (Google),2025-01-03,2026-07-21,36958,Lead Generation
CMP00666,CL0175,SEO - Brand Awareness,SEO,Organic Search (Google),2025-10-23,06-Sep-2026,36365,Brand Awareness
CMP00667,CL0274,PPC - Local Footfall,PPC,Bing Ads,2025/12/14,2026-09-06,39436,Local Footfall
CMP00668,CL0236,Social Media Marketing - Sales / Conversions,Social Media Mktg,LinkedIn Ads,09-Sep-2025,2026-08-26,23996,Sales / Conversions
CMP00669,CL0076,Content Marketing - Local Footfall,Content Marketing,YouTube,2024-12-12,2026-07-05,23999,Local Footfall
CMP00670,CL0151,Social Media Marketing - Website Traffic,Social Media Marketing,LinkedIn Ads,2026-06-22,2026-09-06,92712,?
CMP00671,CL0176,SEO - Website Traffic,SEO,Organic Search (Google),2025-05-06,2026-03-24,47278,Website Traffic
CMP00672,CL0246,Content Marketing - Sales / Conversions,Content Marketing,Organic Search (Google),2026-06-06,2026-09-06,43668,?
CMP00673,CL0137,PPC - Website Traffic,PPC,Google Ads,21.05.2026,2026-09-06,42680,Website Traffic
