campaign_id,client_id,campaign_name,campaign_type,platform,start_date,end_date,budget_inr,objective
CMP00429,CL0031,SEO - Sales / Conversions,Seo,Organic Search (Google),2024-09-10,2026-08-30,31240.0,Sales / Conversions
CMP00430,CL0256,Local SEO / GMB - Lead Generation,Localseo/Gmb,Google My Business,2025-05-22,2026-03-29,19020.5,Lead Generation
CMP00431,CL0304,Social Media Marketing - Local Footfall,Socialmediamarketing,LinkedIn Ads,2024-10-22,2026-07-09,75744.0,Local Footfall
CMP00432,CL0285,Content Marketing - Brand Awareness,Contentmarketing,Organic Search (Google),2025-11-02,2026-07-29,18917.0,Brand Awareness
CMP00433,CL0240,Social Media Marketing - Local Footfall,Socialmediamarketing,Instagram,2024-11-30,2026-09-06,28493.0,Local Footfall
CMP00434,CL0129,Social Media Marketing - App Installs,Socialmediamarketing,YouTube Ads,2025-09-08,2026-07-30,74623.0,App Installs
CMP00435,CL0281,Social Media Marketing - Local Footfall,Socialmediamarketing,YouTube Ads,2024-10-19,2026-09-06,28521.0,Local Footfall
CMP00436,CL0157,Email Marketing - App Installs,Emailmarketing,Email,2025-04-19,2026-04-08,6285.0,App Installs
CMP00437,CL0044,Social Media Marketing - Lead Generation,Socialmediamarketing,YouTube Ads,2026-02-05,2026-09-06,56340.0,Lead Generation
CMP00438,CL0273,PPC - Website Traffic,Payperclick,Google Ads,2026-05-06,2026-09-06,94218.0,Website Traffic
CMP00439,CL0103,SEO - Sales / Conversions,Seo,Organic Search (Google),2025-04-06,2026-09-06,25966.0,Sales / Conversions
CMP00440,CL0301,Social Media Marketing - Website Traffic,Socialmediamarketing,LinkedIn Ads,2024-10-08,2025-09-17,32953.0,Website Traffic
CMP00441,CL0118,SEO - App Installs,Seo,Organic Search (Google),2025-02-23,2026-03-04,25604.0,App Installs
CMP00442,CL0279,PPC - Website Traffic,Payperclick,Google Ads,2026-06-29,2026-09-06,64567.0,Website Traffic
CMP00443,CL9998,SEO - Brand Awareness,Seo,Organic Search (Google),2025-08-11,2026-05-24,15415.0,Brand Awareness
CMP00444,CL0150,Social Media Marketing - Local Footfall,Socialmediamarketing,YouTube Ads,2025-09-10,2026-09-06,15999.0,Local Footfall
CMP00445,CL0095,SEO - Website Traffic,Seo,Organic Search (Google),2025-04-13,2026-08-25,31670.0,Website Traffic
CMP00446,CL0268,Social Media Marketing - Local Footfall,Socialmediamarketing,Meta Ads,2025-03-28,2026-06-18,16691.0,Local Footfall
CMP00447,CL0020,Content Marketing - Brand Awareness,Contentmarketing,LinkedIn,2025-07-27,2026-07-11,22730.0,Brand Awareness
CMP00448,CL0151,Content Marketing - Local Footfall,Contentmarketing,YouTube,2026-06-22,2026-09-06,33236.0,Local Footfall
CMP00449,CL0119,PPC - Brand Awareness,Payperclick,Bing Ads,2025-06-06,2026-09-06,24050.0,Brand Awareness
CMP00450,CL0174,Social Media Marketing - Sales / Conversions,Socialmediamarketing,Instagram,2024-09-07,2026-09-06,67515.0,Sales / Conversions
CMP00451,CL0082,Social Media Marketing - Local Footfall,Socialmediamarketing,Meta Ads,2025-04-29,2026-05-27,67804.0,Local Footfall
CMP00452,CL0213,Social Media Marketing - Sales / Conversions,Socialmediamarketing,YouTube Ads,2025-09-22,2026-09-06,63733.0,Sales / Conversions
CMP00453,CL0124,Social Media Marketing - Brand Awareness,Socialmediamarketing,LinkedIn Ads,2024-11-08,2026-02-27,68265.0,Brand Awareness
CMP00454,CL0061,SEO - Local Footfall,Seo,Organic Search (Google),2026-04-12,2026-09-06,51415.0,Local Footfall
CMP00455,CL0064,Local SEO / GMB - Local Footfall,Localseo/Gmb,Google My Business,2025-10-01,2026-09-06,9557.0,Local Footfall
CMP00456,CL0223,SEO - Brand Awareness,Seo,Organic Search (Google),2025-06-02,2026-07-09,22597.0,Brand Awareness
CMP00457,CL0084,Content Marketing - Brand Awareness,Contentmarketing,YouTube,2025-03-30,2026-09-06,22681.0,Brand Awareness
CMP00458,CL0099,Social Media Marketing - Brand Awareness,Socialmediamarketing,Unknown,2024-12-11,2025-08-23,73489.0,Brand Awareness
CMP00459,CL0201,PPC - Lead Generation,Payperclick,Google Ads,2025-07-18,2026-05-24,133464.0,Lead Generation
CMP00460,CL0106,Content Marketing - Website Traffic,Contentmarketing,Organic Search (Google),2026-03-14,2026-09-06,46746.0,Website Traffic
CMP00461,CL0125,SEO - Brand Awareness,Seo,Unknown,2025-02-06,2026-01-08,41197.0,Brand Awareness
CMP00462,CL0079,Content Marketing - Local Footfall,Contentmarketing,Organic Search (Google),2025-07-01,2026-09-06,26404.0,Local Footfall
CMP00463,CL0111,Social Media Marketing - Brand Awareness,Socialmediamarketing,Instagram,2024-09-06,2026-08-09,50017.0,Brand Awareness
CMP00464,CL0222,SEO - Website Traffic,Seo,Organic Search (Google),2024-11-15,2026-05-20,17692.0,Website Traffic
CMP00465,CL0171,SEO - Website Traffic,Seo,Organic Search (Google),2025-04-09,2026-08-22,35929.0,Website Traffic
CMP00466,CL0320,Content Marketing - Website Traffic,Contentmarketing,Organic Search (Google),2024-09-28,2026-06-23,30513.0,Website Traffic
CMP00467,CL0247,PPC - Lead Generation,Payperclick,Bing Ads,2026-07-03,2026-09-06,47076.0,Lead Generation
CMP00468,CL0006,Email Marketing - Sales / Conversions,Emailmarketing,Email,2025-01-24,2026-09-06,20359.0,Sales / Conversions
CMP00469,CL0122,Content Marketing - Website Traffic,Contentmarketing,Organic Search (Google),2026-04-15,2026-09-06,42475.0,Website Traffic
CMP00470,CL0093,Social Media Marketing - Sales / Conversions,Socialmediamarketing,Meta Ads,2025-01-22,2026-02-11,40671.0,Sales / Conversions
CMP00471,CL0189,PPC - Local Footfall,Payperclick,Google Ads,2025-02-19,2026-05-28,138820.0,Local Footfall
CMP00472,CL0086,Social Media Marketing - Website Traffic,Socialmediamarketing,YouTube Ads,2026-01-11,2026-09-06,55990.5,Website Traffic
CMP00473,CL0310,Local SEO / GMB - Sales / Conversions,Localseo/Gmb,Google My Business,2026-03-09,2026-09-06,28034.0,Sales / Conversions
CMP00474,CL0096,SEO - Lead Generation,Seo,Organic Search (Google),2024-11-15,2026-08-18,49563.0,Lead Generation
CMP00475,CL0168,PPC - Brand Awareness,Payperclick,Unknown,2025-11-11,2026-07-28,49111.0,Brand Awareness
CMP00476,CL0040,PPC - Sales / Conversions,Payperclick,Google Ads,2026-04-15,2026-09-06,104521.0,Sales / Conversions
CMP00477,CL0292,PPC - Sales / Conversions,Payperclick,Google Ads,2025-02-24,2026-05-10,60396.0,Sales / Conversions
CMP00478,CL0292,Content Marketing - Local Footfall,Contentmarketing,Organic Search (Google),2024-11-22,2026-08-30,41989.0,Local Footfall
CMP00479,CL0254,Social Media Marketing - App Installs,Socialmediamarketing,Meta Ads,2025-01-31,2026-06-29,28652.0,App Installs
CMP00480,CL0113,Social Media Marketing - Lead Generation,Socialmediamarketing,YouTube Ads,2025-01-09,2026-07-10,35817.0,Lead Generation
CMP00481,CL0019,PPC - Website Traffic,Payperclick,Google Ads,2025-09-26,2026-07-01,59936.0,Website Traffic
CMP00482,CL0228,SEO - Sales / Conversions,Seo,Organic Search (Google),2025-12-03,2026-09-06,23985.0,Sales / Conversions
CMP00483,CL0138,PPC - Lead Generation,Payperclick,Unknown,2024-10-27,2026-09-05,63264.0,Lead Generation
CMP00484,CL0317,Email Marketing - Website Traffic,Emailmarketing,Email,2026-01-27,2026-09-06,17051.0,Website Traffic
CMP00485,CL0224,Social Media Marketing - Website Traffic,Socialmediamarketing,YouTube Ads,2025-12-01,2026-09-05,68813.0,Website Traffic
CMP00486,CL0173,PPC - Lead Generation,Payperclick,Unknown,2025-10-05,2026-09-06,92011.0,Lead Generation
CMP00487,CL0316,Content Marketing - Sales / Conversions,Contentmarketing,YouTube,2025-05-20,2026-07-25,32319.0,Sales / Conversions
CMP00488,CL0257,SEO - App Installs,Seo,Organic Search (Google),2025-12-18,2026-09-06,24109.0,App Installs
CMP00489,CL0147,PPC - Brand Awareness,Payperclick,Google Ads,2025-09-04,2026-09-06,139521.0,Brand Awareness
CMP00490,CL0007,PPC - Sales / Conversions,Payperclick,Google Ads,2024-09-08,2026-08-11,52673.0,Sales / Conversions
CMP00491,CL0030,Local SEO / GMB - Lead Generation,Localseo/Gmb,Google My Business,2025-02-16,2026-08-31,10268.0,Lead Generation
CMP00492,CL0142,Social Media Marketing - Brand Awareness,Socialmediamarketing,LinkedIn Ads,2026-02-08,2026-09-06,53588.0,Brand Awareness
CMP00493,CL0180,Social Media Marketing - Local Footfall,Socialmediamarketing,Instagram,2026-01-14,2026-09-06,15584.0,Local Footfall
CMP00494,CL0010,SEO - Website Traffic,Seo,Organic Search (Google),2025-01-29,2026-09-06,30419.0,Website Traffic
CMP00495,CL0041,SEO - Brand Awareness,Seo,Organic Search (Google),2025-07-22,2026-09-06,53472.0,Brand Awareness
CMP00496,CL0226,Social Media Marketing - Sales / Conversions,Socialmediamarketing,LinkedIn Ads,2026-02-12,2026-09-06,37728.0,Sales / Conversions
CMP00497,CL0241,PPC - Brand Awareness,Payperclick,Bing Ads,2025-01-09,2026-09-06,111490.0,Brand Awareness
CMP00498,CL0010,Local SEO / GMB - Sales / Conversions,Localseo/Gmb,Organic Search (Google),2025-01-29,2026-08-28,18775.0,Sales / Conversions
CMP00499,CL0163,Content Marketing - Lead Generation,Contentmarketing,YouTube,2025-02-08,2026-02-17,24214.0,Lead Generation
CMP00500,CL0026,PPC - Website Traffic,Payperclick,Bing Ads,2026-01-09,2026-09-06,106004.0,Website Traffic
CMP00501,CL0232,Content Marketing - Website Traffic,Contentmarketing,YouTube,2026-05-13,2026-06-09,33819.0,Website Traffic
CMP00502,CL0267,Local SEO / GMB - Website Traffic,Localseo/Gmb,Organic Search (Google),2024-10-26,2026-07-20,15001.0,Website Traffic
CMP00503,CL0279,Social Media Marketing - Sales / Conversions,Socialmediamarketing,LinkedIn Ads,2026-06-29,2026-09-06,34001.0,Sales / Conversions
CMP00504,CL0192,Social Media Marketing - Brand Awareness,Socialmediamarketing,YouTube Ads,2025-06-20,2026-09-06,92929.0,Brand Awareness
CMP00505,CL0202,Email Marketing - Brand Awareness,Emailmarketing,Email,2025-06-04,2026-09-06,8367.0,Brand Awareness
CMP00506,CL0297,PPC - Brand Awareness,Payperclick,Google Ads,2025-01-23,2025-11-30,144734.0,Brand Awareness
CMP00507,CL0196,Email Marketing - Sales / Conversions,Emailmarketing,Email,2026-06-12,2026-09-06,14422.0,Sales / Conversions
CMP00508,CL0000,SEO - Sales / Conversions,Seo,Organic Search (Google),2024-12-01,2026-07-02,59853.0,Sales / Conversions
CMP00509,CL0242,Social Media Marketing - App Installs,Socialmediamarketing,YouTube Ads,2025-05-21,2026-03-07,45020.0,App Installs
CMP00510,CL0190,Content Marketing - Lead Generation,Contentmarketing,YouTube,2025-08-10,2026-09-06,32620.0,Lead Generation
CMP00511,CL0270,Social Media Marketing - Brand Awareness,Socialmediamarketing,Instagram,2024-10-20,2026-06-13,67294.0,Brand Awareness
CMP00512,CL0168,Social Media Marketing - Local Footfall,Socialmediamarketing,Instagram,2025-03-17,2026-09-06,43789.0,Local Footfall
CMP00513,CL0279,Social Media Marketing - Local Footfall,Socialmediamarketing,LinkedIn Ads,2026-06-29,2026-09-06,33542.0,Local Footfall
CMP00514,CL0015,SEO - Local Footfall,Seo,Organic Search (Google),2024-10-27,2026-07-07,38415.0,Local Footfall
CMP00515,CL9999,SEO - Brand Awareness,Seo,Organic Search (Google),2025-05-05,2026-09-06,37669.0,Brand Awareness
CMP00516,CL0032,PPC - Lead Generation,Payperclick,Bing Ads,2024-11-13,2026-07-06,53984.0,Lead Generation
CMP00517,CL0178,Social Media Marketing - Brand Awareness,Socialmediamarketing,Meta Ads,2026-02-19,2026-09-06,80183.0,Brand Awareness
CMP00518,CL0227,PPC - Lead Generation,Payperclick,Bing Ads,2026-03-03,2026-09-06,103053.0,Lead Generation
CMP00519,CL0070,PPC - Local Footfall,Payperclick,Bing Ads,2025-02-04,2026-07-06,41662.0,Local Footfall
CMP00520,CL0050,Email Marketing - Local Footfall,Emailmarketing,Email,2024-11-19,2026-09-06,23772.0,Local Footfall
CMP00521,CL0276,PPC - App Installs,Payperclick,Google Ads,2025-10-19,2026-07-28,25701.0,App Installs
CMP00522,CL0241,PPC - App Installs,Payperclick,Bing Ads,2025-02-02,2026-08-21,104984.0,App Installs
CMP00523,CL0208,PPC - Sales / Conversions,Payperclick,Bing Ads,2025-12-15,2026-09-06,77146.0,Sales / Conversions
CMP00524,CL0157,SEO - Sales / Conversions,Seo,Organic Search (Google),2025-04-14,2026-08-13,44421.0,Sales / Conversions
CMP00525,CL9999,Content Marketing - Local Footfall,Contentmarketing,Organic Search (Google),2025-08-23,2026-08-23,40960.0,Local Footfall
CMP00526,CL0007,PPC - App Installs,Payperclick,Google Ads,2024-11-09,2026-09-03,109336.0,App Installs
CMP00527,CL0061,SEO - Website Traffic,Seo,Organic Search (Google),2026-04-12,2026-09-06,44285.0,Website Traffic
CMP00528,CL0288,Local SEO / GMB - Local Footfall,Localseo/Gmb,Organic Search (Google),2025-04-25,2026-05-30,26499.0,Local Footfall
CMP00529,CL0109,Content Marketing - Sales / Conversions,Contentmarketing,Organic Search (Google),2025-08-02,2026-06-06,38075.0,Sales / Conversions
CMP00530,CL0226,Content Marketing - Sales / Conversions,Contentmarketing,LinkedIn,2026-02-12,2026-09-06,42549.0,Sales / Conversions
CMP00531,CL0226,Email Marketing - Local Footfall,Emailmarketing,Email,2026-02-12,2026-09-06,13056.0,Local Footfall
CMP00532,CL0100,Email Marketing - Sales / Conversions,Emailmarketing,Email,2025-08-26,2026-08-27,9056.0,Sales / Conversions
CMP00533,CL0066,PPC - App Installs,Payperclick,Google Ads,2025-03-30,2026-08-22,50542.0,App Installs
CMP00534,CL0222,Social Media Marketing - Sales / Conversions,Socialmediamarketing,Meta Ads,2025-02-06,2026-08-27,67029.0,Sales / Conversions
CMP00535,CL0030,Social Media Marketing - Brand Awareness,Socialmediamarketing,Unknown,2024-11-13,2026-09-06,60201.0,Brand Awareness
CMP00536,CL0159,PPC - Brand Awareness,Payperclick,Bing Ads,2025-03-30,2026-09-06,30029.0,Brand Awareness
CMP00537,CL0285,PPC - Website Traffic,Payperclick,Bing Ads,2024-12-19,2026-08-19,46567.0,Website Traffic
CMP00538,CL0228,SEO - Sales / Conversions,Seo,Organic Search (Google),2025-12-03,2026-09-06,58539.0,Sales / Conversions
CMP00539,CL0245,Social Media Marketing - Sales / Conversions,Socialmediamarketing,YouTube Ads,2025-10-22,2026-09-06,76729.0,Sales / Conversions
CMP00540,CL0027,Content Marketing - App Installs,Contentmarketing,Organic Search (Google),2026-03-16,2026-09-06,40199.0,App Installs
CMP00541,CL0064,Content Marketing - Lead Generation,Contentmarketing,LinkedIn,2025-06-28,2026-09-06,17878.0,Lead Generation
CMP00542,CL0089,PPC - Lead Generation,Payperclick,Bing Ads,2025-04-15,2026-09-06,28348.0,Lead Generation
CMP00543,CL0094,SEO - Local Footfall,Seo,Organic Search (Google),2024-10-15,2026-01-19,28106.0,Local Footfall
CMP00544,CL0063,PPC - Website Traffic,Payperclick,Google Ads,2025-11-22,2026-09-06,131394.0,Website Traffic
CMP00545,CL9998,Social Media Marketing - Website Traffic,Socialmediamarketing,YouTube Ads,2024-09-15,2025-12-16,58056.0,Website Traffic
CMP00546,CL0053,Email Marketing - Lead Generation,Emailmarketing,Email,2025-07-06,2026-07-27,14341.0,Lead Generation
CMP00547,CL0227,Email Marketing - Website Traffic,Emailmarketing,Email,2026-03-03,2026-09-06,14734.0,Website Traffic
CMP00548,CL0188,Email Marketing - Sales / Conversions,Emailmarketing,Email,2026-03-03,2026-09-06,14803.0,Sales / Conversions
CMP00549,CL0196,Email Marketing - Website Traffic,Emailmarketing,Email,2026-06-12,2026-09-06,17016.0,Website Traffic
CMP00550,CL0069,Local SEO / GMB - Lead Generation,Localseo/Gmb,Google My Business,2026-03-21,2026-09-06,29096.0,Lead Generation
CMP00551,CL0099,Social Media Marketing - Website Traffic,Socialmediamarketing,LinkedIn Ads,2025-09-18,2026-08-13,52182.0,Website Traffic
CMP00552,CL0195,SEO - Website Traffic,Seo,Organic Search (Google),2025-05-31,2026-09-06,41809.0,Website Traffic
CMP00553,CL0096,SEO - Brand Awareness,Seo,Organic Search (Google),2024-11-09,2025-10-26,56376.0,Brand Awareness
CMP00554,CL0223,PPC - Lead Generation,Payperclick,Bing Ads,2025-05-30,2026-08-27,68399.0,Lead Generation
CMP00555,CL0013,PPC - Local Footfall,Payperclick,Google Ads,2026-07-01,2026-09-06,129191.0,Local Footfall
CMP00556,CL0024,SEO - App Installs,Seo,Organic Search (Google),2025-10-07,2026-06-18,39077.0,App Installs
CMP00557,CL0234,Local SEO / GMB - Website Traffic,Localseo/Gmb,Google My Business,2025-04-15,2026-09-06,27340.0,Website Traffic
CMP00558,CL0198,SEO - App Installs,Seo,Organic Search (Google),2024-11-16,2025-11-09,36051.0,App Installs
CMP00559,CL0014,Local SEO / GMB - App Installs,Localseo/Gmb,Organic Search (Google),2025-10-12,2026-09-06,21849.0,App Installs
CMP00560,CL0288,Content Marketing - Lead Generation,Contentmarketing,Organic Search (Google),2025-03-03,2026-07-17,22931.0,Lead Generation
CMP00561,CL0002,Social Media Marketing - Sales / Conversions,Socialmediamarketing,Meta Ads,2025-03-18,2026-04-25,68975.0,Sales / Conversions
CMP00562,CL0306,Social Media Marketing - Local Footfall,Socialmediamarketing,Meta Ads,2025-03-28,2026-03-21,42731.0,Local Footfall
CMP00563,CL0234,PPC - Brand Awareness,Payperclick,Bing Ads,2025-04-18,2026-08-07,99195.0,Brand Awareness
CMP00564,CL0317,Social Media Marketing - Local Footfall,Socialmediamarketing,Meta Ads,2026-01-27,2026-09-06,82045.0,Local Footfall
CMP00565,CL0304,SEO - Lead Generation,Seo,Organic Search (Google),2025-04-13,2026-08-21,34569.0,Lead Generation
CMP00566,CL0101,Local SEO / GMB - Brand Awareness,Localseo/Gmb,Google My Business,2026-01-25,2026-09-06,17443.0,Brand Awareness
CMP00567,CL0243,PPC - Sales / Conversions,Payperclick,Bing Ads,2025-10-14,2026-09-06,61873.0,Sales / Conversions
CMP00568,CL0068,PPC - Website Traffic,Payperclick,Google Ads,2025-09-05,2026-09-06,114960.0,Website Traffic
CMP00569,CL0151,Social Media Marketing - Brand Awareness,Socialmediamarketing,LinkedIn Ads,2026-06-22,2026-09-06,65320.0,Brand Awareness
CMP00570,CL0077,Social Media Marketing - Brand Awareness,Socialmediamarketing,LinkedIn Ads,2025-07-03,2026-09-06,58897.0,Brand Awareness
CMP00571,CL0156,PPC - Website Traffic,Payperclick,Bing Ads,2025-04-29,2026-09-06,23319.0,Website Traffic
CMP00572,CL0280,Social Media Marketing - Brand Awareness,Socialmediamarketing,Instagram,2026-02-14,2026-09-06,24358.0,Brand Awareness
CMP00573,CL0140,SEO - Local Footfall,Seo,Organic Search (Google),2025-10-11,2026-09-06,15335.0,Local Footfall
CMP00574,CL0030,Social Media Marketing - Local Footfall,Socialmediamarketing,Unknown,2024-12-14,2026-05-06,87271.0,Local Footfall
CMP00575,CL0104,PPC - Brand Awareness,Payperclick,Unknown,2025-07-24,2026-05-28,130713.0,Brand Awareness
CMP00576,CL0252,PPC - Website Traffic,Payperclick,Google Ads,2025-09-14,2026-09-06,28830.0,Website Traffic
CMP00577,CL0167,SEO - Brand Awareness,Seo,Organic Search (Google),2025-06-28,2026-09-06,17089.0,Brand Awareness
CMP00578,CL0180,PPC - Sales / Conversions,Payperclick,Google Ads,2026-01-14,2026-09-06,121586.0,Sales / Conversions
CMP00579,CL0138,PPC - App Installs,Payperclick,Google Ads,2024-10-30,2026-05-17,88223.0,App Installs
CMP00580,CL0094,PPC - Brand Awareness,Payperclick,Google Ads,2025-02-22,2026-04-20,60160.0,Brand Awareness
CMP00581,CL0192,SEO - Lead Generation,Seo,Organic Search (Google),2025-06-20,2026-09-06,42674.0,Lead Generation
CMP00582,CL0203,SEO - Brand Awareness,Seo,Organic Search (Google),2025-05-04,2026-09-06,25641.0,Brand Awareness
CMP00583,CL0288,Social Media Marketing - Local Footfall,Socialmediamarketing,Meta Ads,2025-02-27,2026-01-29,31844.0,Local Footfall
CMP00584,CL0198,SEO - Brand Awareness,Seo,Organic Search (Google),2024-11-26,2026-08-01,31536.0,Brand Awareness
CMP00585,CL0319,Social Media Marketing - Sales / Conversions,Socialmediamarketing,Instagram,2025-12-28,2026-09-06,91137.0,Sales / Conversions
CMP00586,CL0265,Local SEO / GMB - Website Traffic,Localseo/Gmb,Google My Business,2024-11-02,2026-08-21,24877.0,Website Traffic
CMP00587,CL0026,PPC - Lead Generation,Payperclick,Google Ads,2026-01-09,2026-09-06,81442.0,Lead Generation
CMP00588,CL0126,Email Marketing - Brand Awareness,Emailmarketing,Email,2025-07-18,2026-09-06,16234.0,Brand Awareness
CMP00589,CL0124,SEO - Brand Awareness,Seo,Organic Search (Google),2024-11-24,2026-08-10,54803.0,Brand Awareness
CMP00590,CL0001,SEO - Local Footfall,Seo,Organic Search (Google),2025-09-19,2026-09-06,57822.0,Local Footfall
CMP00591,CL0058,Content Marketing - Local Footfall,Contentmarketing,Organic Search (Google),2025-06-14,2026-02-28,40519.0,Local Footfall
CMP00592,CL0244,Content Marketing - App Installs,Contentmarketing,YouTube,2026-01-23,2026-09-06,15154.0,App Installs
CMP00593,CL0113,Email Marketing - Brand Awareness,Emailmarketing,Email,2024-10-28,2026-07-11,9814.0,Brand Awareness
CMP00594,CL0048,SEO - Website Traffic,Seo,Organic Search (Google),2024-10-03,2026-08-19,24837.0,Website Traffic
CMP00595,CL0092,Content Marketing - Website Traffic,Contentmarketing,Organic Search (Google),2025-03-29,2026-08-25,16029.0,Website Traffic
CMP00596,CL0088,PPC - Local Footfall,Payperclick,Google Ads,2025-04-27,2026-08-18,42792.0,Local Footfall
CMP00597,CL0056,PPC - Lead Generation,Payperclick,Google Ads,2025-05-29,2026-07-31,81442.0,Lead Generation
CMP00598,CL0033,SEO - App Installs,Seo,Organic Search (Google),2026-03-14,2026-09-06,39997.0,App Installs
CMP00599,CL0245,Local SEO / GMB - Brand Awareness,Localseo/Gmb,Google My Business,2025-10-22,2026-09-06,16754.0,Brand Awareness
CMP00600,CL0264,SEO - Website Traffic,Seo,Organic Search (Google),2025-02-23,2026-06-24,33936.0,Website Traffic
CMP00601,CL0159,Content Marketing - Local Footfall,Contentmarketing,Organic Search (Google),2025-03-30,2026-09-06,19831.0,Local Footfall
CMP00602,CL0197,Social Media Marketing - Lead Generation,Socialmediamarketing,Instagram,2025-09-24,2026-06-26,27838.0,Lead Generation
CMP00603,CL0295,Content Marketing - Lead Generation,Contentmarketing,YouTube,2024-10-04,2026-06-03,49955.0,Lead Generation
CMP00604,CL0270,Social Media Marketing - App Installs,Socialmediamarketing,YouTube Ads,2025-05-20,2026-04-07,65914.0,App Installs
CMP00605,CL0011,Email Marketing - Lead Generation,Emailmarketing,Email,2026-08-07,2026-09-06,9593.0,Lead Generation
CMP00606,CL0305,SEO - App Installs,Seo,Organic Search (Google),2024-12-06,2026-09-06,51449.0,App Installs
CMP00607,CL0022,SEO - Website Traffic,Seo,Organic Search (Google),2025-02-15,2026-09-06,52378.0,Website Traffic
CMP00608,CL0009,Social Media Marketing - Sales / Conversions,Socialmediamarketing,LinkedIn Ads,2025-06-23,2026-09-06,97176.0,Sales / Conversions
CMP00609,CL0130,PPC - Local Footfall,Payperclick,Bing Ads,2026-06-08,2026-09-06,40685.0,Local Footfall
CMP00610,CL0239,SEO - Local Footfall,Seo,Organic Search (Google),2025-09-16,2026-09-06,43798.0,Local Footfall
CMP00611,CL0026,SEO - Brand Awareness,Seo,Organic Search (Google),2026-01-09,2026-09-06,59111.0,Brand Awareness
CMP00612,CL0094,PPC - Lead Generation,Payperclick,Unknown,2024-09-06,2025-09-30,124867.0,Lead Generation
CMP00613,CL0085,SEO - Lead Generation,Seo,Organic Search (Google),2025-11-20,2026-09-06,25148.0,Lead Generation
CMP00614,CL0128,SEO - Lead Generation,Seo,Organic Search (Google),2025-02-14,2026-06-24,55186.0,Lead Generation
CMP00615,CL0316,Email Marketing - Local Footfall,Emailmarketing,Email,2025-04-20,2026-05-21,13433.0,Local Footfall
CMP00616,CL0107,PPC - Website Traffic,Payperclick,Google Ads,2025-09-18,2026-08-20,83559.0,Website Traffic
CMP00617,CL0000,Local SEO / GMB - App Installs,Localseo/Gmb,Organic Search (Google),2026-07-08,2026-09-06,20288.0,App Installs
CMP00618,CL0040,Local SEO / GMB - Brand Awareness,Localseo/Gmb,Organic Search (Google),2026-04-15,2026-09-06,24970.0,Brand Awareness
CMP00619,CL0064,SEO - Local Footfall,Seo,Organic Search (Google),2025-07-25,2026-07-19,20412.0,Local Footfall
CMP00620,CL0043,Social Media Marketing - App Installs,Socialmediamarketing,LinkedIn Ads,2025-03-01,2026-08-17,60836.0,App Installs
CMP00621,CL0184,Social Media Marketing - App Installs,Socialmediamarketing,YouTube Ads,2025-11-29,2026-09-06,84429.0,App Installs
CMP00622,CL0135,Social Media Marketing - Sales / Conversions,Socialmediamarketing,Meta Ads,2025-07-23,2026-09-06,61622.0,Sales / Conversions
CMP00623,CL0160,SEO - App Installs,Seo,Organic Search (Google),2025-09-21,2026-08-26,27360.0,App Installs
CMP00624,CL0267,SEO - Website Traffic,Seo,Organic Search (Google),2024-11-04,2025-09-16,17532.0,Website Traffic
CMP00625,CL0186,SEO - Sales / Conversions,Seo,Organic Search (Google),2026-01-10,2026-09-06,39717.0,Sales / Conversions
CMP00626,CL0050,Social Media Marketing - Website Traffic,Socialmediamarketing,YouTube Ads,2024-11-27,2025-12-19,74784.0,Website Traffic
CMP00627,CL0121,Local SEO / GMB - Brand Awareness,Localseo/Gmb,Organic Search (Google),2026-06-11,2026-09-06,20091.0,Brand Awareness
CMP00628,CL0101,Social Media Marketing - Local Footfall,Socialmediamarketing,Meta Ads,2026-01-25,2026-09-06,98245.0,Local Footfall
CMP00629,CL0265,Social Media Marketing - App Installs,Socialmediamarketing,Meta Ads,2024-11-29,2026-08-28,66224.0,App Installs
CMP00630,CL0099,Local SEO / GMB - App Installs,Localseo/Gmb,Organic Search (Google),2024-11-24,2026-08-21,19181.0,App Installs
CMP00631,CL0045,Social Media Marketing - App Installs,Socialmediamarketing,Instagram,2025-06-26,2026-04-20,19716.0,App Installs
CMP00632,CL0236,SEO - Sales / Conversions,Seo,Organic Search (Google),2024-11-15,2026-07-16,40136.0,Sales / Conversions
CMP00633,CL0138,Email Marketing - Local Footfall,Emailmarketing,Unknown,2025-06-25,2026-03-04,8372.0,Local Footfall
CMP00634,CL0031,PPC - Brand Awareness,Payperclick,Unknown,2024-11-23,2026-08-21,114215.0,Brand Awareness
CMP00635,CL0221,SEO - Website Traffic,Seo,Organic Search (Google),2026-05-08,2026-09-06,22253.0,Website Traffic
CMP00636,CL0068,Social Media Marketing - Lead Generation,Socialmediamarketing,Instagram,2025-09-06,2026-09-04,92069.0,Lead Generation
CMP00637,CL0278,Local SEO / GMB - Brand Awareness,Localseo/Gmb,Organic Search (Google),2025-01-01,2026-01-28,14645.0,Brand Awareness
CMP00638,CL0267,PPC - Website Traffic,Payperclick,Unknown,2025-02-06,2026-03-08,76417.0,Website Traffic
CMP00639,CL0119,Social Media Marketing - Sales / Conversions,Socialmediamarketing,Meta Ads,2025-07-28,2026-04-23,27317.0,Sales / Conversions
CMP00640,CL0178,SEO - Local Footfall,Seo,Organic Search (Google),2026-02-19,2026-09-06,24481.0,Local Footfall
CMP00641,CL0182,SEO - Website Traffic,Seo,Organic Search (Google),2026-05-13,2026-09-06,56486.0,Website Traffic
